replicate,term,coefficient,first_stage_converged,first_stage_iterations,first_stage_gradient_max,n_frames,n_bootstrap_clusters
18,b_C_vs_N,-0.016454585368234634,True,148,0.002203278886272475,1209,1125
18,b_M_vs_N,0.06109541130976324,True,148,0.002203278886272475,1209,1125
18,b_S_vs_N,-0.025453563657053885,True,148,0.002203278886272475,1209,1125
19,b_C_vs_N,-0.015955512353535033,True,143,0.001571493534511581,1197,1125
19,b_M_vs_N,0.03743820910905778,True,143,0.001571493534511581,1197,1125
19,b_S_vs_N,-0.0053329156933324484,True,143,0.001571493534511581,1197,1125
20,b_C_vs_N,-0.013921216992106678,True,151,0.000945365462444725,1218,1125
20,b_M_vs_N,0.02529153870862476,True,151,0.000945365462444725,1218,1125
20,b_S_vs_N,-0.005020553823527988,True,151,0.000945365462444725,1218,1125
21,b_C_vs_N,-0.013396058277468027,True,138,0.0018016333815813468,1203,1125
21,b_M_vs_N,0.033259584251340665,True,138,0.0018016333815813468,1203,1125
21,b_S_vs_N,-0.016921118652896368,True,138,0.0018016333815813468,1203,1125
22,b_C_vs_N,-0.02192982001264922,True,138,0.0012477445675633803,1207,1125
22,b_M_vs_N,0.04874792726208138,True,138,0.0012477445675633803,1207,1125
22,b_S_vs_N,-0.002498640097344913,True,138,0.0012477445675633803,1207,1125
23,b_C_vs_N,0.0030909778904769335,True,139,0.006875536094107959,1188,1125
23,b_M_vs_N,0.02059833518593192,True,139,0.006875536094107959,1188,1125
23,b_S_vs_N,-0.02679806970175229,True,139,0.006875536094107959,1188,1125
24,b_C_vs_N,-0.01776304080086151,True,158,0.0012722012115249925,1207,1125
24,b_M_vs_N,0.02121899699681593,True,158,0.0012722012115249925,1207,1125
24,b_S_vs_N,-0.020623796977545107,True,158,0.0012722012115249925,1207,1125
25,b_C_vs_N,-0.00803276328471223,True,143,0.0013409715596497396,1206,1125
25,b_M_vs_N,0.02720067123322942,True,143,0.0013409715596497396,1206,1125
25,b_S_vs_N,-0.006275351305322687,True,143,0.0013409715596497396,1206,1125
26,b_C_vs_N,-0.019414575166789266,True,141,0.0019737054371891105,1210,1125
26,b_M_vs_N,0.04041589437519122,True,141,0.0019737054371891105,1210,1125
26,b_S_vs_N,-0.014130429823343149,True,141,0.0019737054371891105,1210,1125
27,b_C_vs_N,-0.023496291504183375,True,143,0.014751724854327186,1197,1125
27,b_M_vs_N,0.026664392653825697,True,143,0.014751724854327186,1197,1125
27,b_S_vs_N,-0.008376690203162129,True,143,0.014751724854327186,1197,1125
28,b_C_vs_N,-0.02030879773122822,True,142,0.0006917605195129184,1194,1125
28,b_M_vs_N,0.02913026637658943,True,142,0.0006917605195129184,1194,1125
28,b_S_vs_N,-0.007638208204939706,True,142,0.0006917605195129184,1194,1125
29,b_C_vs_N,-0.02401997179181771,True,138,0.003047657638932888,1196,1125
29,b_M_vs_N,0.028377622987310887,True,138,0.003047657638932888,1196,1125
29,b_S_vs_N,-0.0179509391546466,True,138,0.003047657638932888,1196,1125
30,b_C_vs_N,-0.005913906950129631,True,143,0.0006840735193174297,1208,1125
30,b_M_vs_N,0.03332949619785481,True,143,0.0006840735193174297,1208,1125
30,b_S_vs_N,-0.001070802224007206,True,143,0.0006840735193174297,1208,1125
31,b_C_vs_N,-0.03825826863138124,True,135,0.004246599773181536,1196,1125
31,b_M_vs_N,0.044316865459484545,True,135,0.004246599773181536,1196,1125
31,b_S_vs_N,-0.017056207370986086,True,135,0.004246599773181536,1196,1125
