subject_id,treatment_cell,b_S_vs_M,b_C_vs_M,n_substantive_hp,weight_M,weight_S,weight_C
market_control::kw::5ebaa6dd28b52b000c94b78c,kw_market,0.20832437869741954,1.575980120428409,3,0.28893110316995274,0.2778228036118616,0.43324609321818575
market_control::kw::5ec566d96750985448f14950,kw_market,1.1389780618005145,-0.20101376438630894,2,0.2782293735071587,0.647221412272142,0.07454921422069928
market_control::kw::5ee53385acfd3415744ceae7,kw_market,-0.22293572430473838,-0.5687672838876153,3,0.5574172437024081,0.34072368165761013,0.10185907463998173
market_control::kw::5efa66c030577f1782e0311a,kw_market,0.3299358893684758,1.3920592819075706,3,0.29954837792046884,0.3230935654157226,0.3773580566638086
market_control::kw::5f061f46dc944614ea1be5b9,kw_market,-1.0567811251449928,-0.6654953703716517,3,0.6976857144305539,0.1874910611637122,0.1148232244057339
market_control::kw::5f119d6034b87902fdd7d772,kw_market,-0.4236297631347847,-0.7421646600853435,4,0.6042751173004051,0.30295375690012255,0.09277112579947239
market_control::kw::5f146f8b9a35f72602d03ddc,kw_market,-0.4236297631347847,-0.7421646600853435,4,0.6042751173004051,0.30295375690012255,0.09277112579947239
market_control::kw::5f155b98b1393b000d6bf745,kw_market,0.7680560391688322,-0.18368019534120023,1,0.3461139343447936,0.5600017925974536,0.09388427305775271
market_control::kw::5f15672bb9e53c000b59d81b,kw_market,1.7737481743571708,-0.337949527659812,4,0.17948103027042048,0.7782736516925519,0.0422453180370276
market_control::kw::5f16b54f545875491515958b,kw_market,0.37876968601663263,-0.4573736357501748,2,0.4331020509847362,0.4778139092824259,0.08908403973283792
market_control::kw::5f1daf67e539fb6e9a42f300,kw_market,1.6213842349797534,-0.34161777036655344,3,0.20134688072051682,0.7514974283805849,0.04715569089889828
market_control::kw::5f2042752276432e3a7ef104,kw_market,0.09761039138041001,-0.3306120019428812,2,0.48291992406152123,0.4049007977763166,0.11217927816216214
market_control::kw::5f3d63427c561a0f0d0cb09c,kw_market,0.2529955523439606,-0.3493743213950902,2,0.45358499011593933,0.4427618924834531,0.10365311740060748
market_control::kw::5f450738ab827a05e739ef40,kw_market,-0.4178158982046769,-0.31898142671134205,1,0.5750410511935073,0.2907712343322917,0.13418771447420091
market_control::kw::5f485c765324cf1ed7d564cd,kw_market,-0.10173882954887797,-0.5751415481058963,3,0.5346763577127431,0.36808589364354605,0.0972377486437109
market_control::kw::5f4f9bc1f7598f06b2dc816f,kw_market,-1.2755361907618286,-0.8263823412190779,4,0.7372595162722781,0.1594433700422292,0.1032971136854927
market_control::kw::5f63f7b97652ac171be54075,kw_market,0.21863675397001547,-0.4469784260857285,2,0.4649962304483165,0.43858005939986616,0.09642371015181739
market_control::kw::5f6e76757befe43b22307387,kw_market,-1.1516879379888414,-0.6661516537129824,3,0.7097195890040701,0.17364584373225572,0.11663456726367419
market_control::kw::5f7b3e3d831aa60b4c16d6d7,kw_market,0.715115494967846,1.3768356723316455,4,0.2614901401970167,0.41061372451184414,0.32789613529113915
market_control::kw::5f994db35d140f02b07f6faa,kw_market,-0.8911131209805151,-0.46365925385732093,2,0.6587086387204919,0.20874951692272772,0.13254184435678032
market_control::kw::5fa17ddeabc188288bde81c8,kw_market,-0.8415545266078999,0.8411115833932711,2,0.48547688437042824,0.16397786029954972,0.35054525533002207
market_control::kw::5fa2e56fe794555527f2c8ef,kw_market,-1.043722508072386,-0.7498131096581379,3,0.7024873897499742,0.19114082377167665,0.1063717864783492
market_control::kw::5fa92f3172de7e02d5d77656,kw_market,0.27431339684822564,1.5360806163040468,3,0.28816621334453363,0.2952999196595723,0.41653386699589406
market_control::kw::5fabf588f711fa0c6b0aebf6,kw_market,0.7493647984639132,-0.5076642495405138,3,0.3594673449360979,0.5698486685271613,0.07068398653674089
market_control::kw::5faf5be7eb05711e07faf4cf,kw_market,0.9785446713276007,-0.21431840347950118,1,0.3075388735325705,0.6113055894527064,0.08115553701472313
market_control::kw::5fb3eee93064870009d4ed30,kw_market,0.47655096074803455,0.8605095884722579,2,0.3348533313501628,0.41254046506922804,0.25260620358060915
market_control::kw::5fc4fdc2be4fcc0008030baa,kw_market,1.3215539795542812,-0.28176313785670637,2,0.24821571059051908,0.690272738505324,0.06151155090415692
market_control::kw::5fc7977f990ff909859b4b77,kw_market,-1.2755361907618286,-0.8263823412190779,4,0.7372595162722781,0.1594433700422292,0.1032971136854927
